X,Buy/Neutral/Sell,tweets,replies,retweets,favs,user,timeStamp,new_tweets,new_dts,assigned_member,coinMentioned,termsMentioned
51,0,"I was paid nothing by this man!! Neither before nor after the ICO. I've never even met this man. I swear.<a href=""https://t.co/BpTcBhizoc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/BpTcBhizoc</a>",509,456,3100,officialmcafee,2018-01-23 02:18:00,i was paid nothing by this man neither before nor after the ico i've never even met this man i swear,1516645080,daryl,FALSE,TRUE
52,0,"<a href=""/hashtag/CheapChampagne?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>CheapChampagne</b></a> <a href=""/hashtag/ChampagneInWendy?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ChampagneInWendy</b></a>'sCup<a href=""https://t.co/VC3SEuQYaf"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VC3SEuQYaf</a>",108,25,437,officialmcafee,2018-01-23 01:41:00,scup,1516642860,daryl,TRUE,FALSE
54,0,"Request: those who perpetually yell ""stop"", ""nobody cares"", ""just shut up"", etc., please just unfollow me. Isn't that easier than forcing me to block you?",774,193,3700,officialmcafee,2018-01-22 17:33:00,request those who perpetually yell stop nobody cares just shut up etc please just unfollow me isn't that easier than forcing me to block you,1516613580,daryl,TRUE,TRUE
55,0,"I am changing the day and time that I do the coin of the week. Which of these does everyone prefer? (Those who repeat themselves with ""nobody cares"" please block yourselves, and save me the trouble):",618,131,753,officialmcafee,2018-01-22 17:00:00,i am changing the day and time that i do the coin of the week which of these does everyone prefer those who repeat themselves with nobody cares please block yourselves and save me the trouble,1516611600,daryl,FALSE,TRUE
56,0,Well ... slightly less than 100 billion. My addition and subtraction skills are virtually non-existent:),212,29,460,officialmcafee,2018-01-22 07:16:00,well slightly less than billion my addition and subtraction skills are virtually nonexistent,1516576560,daryl,FALSE,TRUE
58,0,"So ... here is an odd co-incidence: just minutes before I tweeted the coin of the week, the entire crypto market tanked between 15% to 25%. The Syscoin that I recommended was the only coin relatively unaffected. I'm not a believer in co-incidence. Any thoughts good people?",975,233,1500,officialmcafee,2018-01-22 06:57:00,so here is an odd coincidence just minutes before i tweeted the coin of the week the entire crypto market tanked between to the syscoin that i recommended was the only coin relatively unaffected i'm not a believer in coincidence any thoughts good people,1516575420,daryl,TRUE,TRUE
59,1,"Coin of the week: SYSCOIN (SYS). Blockchain Foundry, in partnership with Microsoft have provided a SYSCOIN wallet like no other. Creates a distributed and flexible on-line marketplace that enables co-operation alongside competition. Has encrypted messaging, aliases and more.",650,719,2100,officialmcafee,2018-01-22 05:54:00,coin of the week syscoin sys blockchain foundry in partnership with microsoft have provided a syscoin wallet like no other creates a distributed and flexible online marketplace that enables cooperation alongside competition has encrypted messaging aliases and more,1516571640,daryl,TRUE,TRUE
60,0,"I see where you're coming from, but I think your ""con"" column reflects only a cursory reading of the SUBSTRATUM white paper. Re-read it and I believe you will see powerful subtleties that you overlooked on your first read. I stand by my recommendation.",69,56,303,officialmcafee,2018-01-22 04:20:00,i see where you're coming from but i think your con column reflects only a cursory reading of the substratum white paper reread it and i believe you will see powerful subtleties that you overlooked on your first read i stand by my recommendation,1516566000,daryl,FALSE,TRUE
61,0,"Actually ... I think I may be safe. It's a sound investment and the MOOZICORE team would have to fuck up royally not to succeed. But, knowing my wife, and just to be safe, I did go onto the Dark Web and hired a hit man to sit in their offices until the danger has passed.",129,54,599,officialmcafee,2018-01-22 02:26:00,actually i think i may be safe it's a sound investment and the moozicore team would have to fuck up royally not to succeed but knowing my wife and just to be safe i did go onto the dark web and hired a hit man to sit in their offices until the danger has passed,1516559160,daryl,FALSE,TRUE
62,0,"Anyone out there can offer me a safe haven for a few months until we know how the dice has rolled?<a href=""https://t.co/OGLrWLrCdX"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/theemrsmcafee/status/955372542906257408"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/theemrsmcafee/status/955372542906257408""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/theemrsmcafee/</span><span class=""invisible"">status/955372542906257408</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",780,146,1200,officialmcafee,2018-01-22 01:38:00,anyone out there can offer me a safe haven for a few months until we know how the dice has rolled,1516556280,daryl,FALSE,TRUE
63,0,Well .. . I've been watching some of the newer coins that I advised early on and that have successfully completed their ICOs. Insurepal (ipl) is ahead of schedule and looking good. Substratum (SUB) is another. But I encourage people to do their own research. Give it a try.,115,79,350,officialmcafee,2018-01-22 01:18:00,well i've been watching some of the newer coins that i advised early on and that have successfully completed their icos insurepal ipl is ahead of schedule and looking good substratum sub is another but i encourage people to do their own research give it a try,1516555080,daryl,TRUE,TRUE
64,1,"If anyone doubts the sustained viability of cryptocurrencies, then please observe the increasing adoption by our children.  Their views and understandings will be the foundation of their adult generation and those views will mold the world.

<a href=""https://t.co/K2JBydCX6F"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.youtube.com/watch?v=bwwWaxS4Z1I&amp;sns=tw"" class=""twitter-timeline-link"" target=""_blank"" title=""https://www.youtube.com/watch?v=bwwWaxS4Z1I&amp;sns=tw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=bwwWax</span><span class=""invisible"">S4Z1I&amp;sns=tw</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a href=""/YouTube"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""10228272""><s>@</s><b>youtube</b></a>",379,956,3100,officialmcafee,2018-01-21 16:20:00,if anyone doubts the sustained viability of cryptocurrencies then please observe the increasing adoption by our children their views and understandings will be the foundation of their adult generation and those views will mold the world via,1516522800,daryl,FALSE,TRUE
65,1,"Who cares what bottom Bitcoin hits? It will be back in less than a month. Fiat currencies are the water. Cryptocurrencies are the floating objects. Push one down as deep as you want. It will, with certainty, rush back to the top.",283,831,3200,officialmcafee,2018-01-21 14:04:00,who cares what bottom bitcoin hits it will be back in less than a month fiat currencies are the water cryptocurrencies are the floating objects push one down as deep as you want it will with certainty rush back to the top,1516514640,daryl,TRUE,TRUE
66,1,"Again ... dont panic. Banks in India are cracking down on accounts connected to crypto exchanges, causing the dip. But distributed exchanges are only a few months away. Impossible to crack down on.<a href=""https://t.co/phOjmPRKD9"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://m.youtube.com/watch?v=l4v8rLEI4Pg"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://m.youtube.com/watch?v=l4v8rLEI4Pg""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">m.youtube.com/watch?v=l4v8rL</span><span class=""invisible"">EI4Pg</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",852,2300,5800,officialmcafee,2018-01-21 13:05:00,again dont panic banks in india are cracking down on accounts connected to crypto exchanges causing the dip but distributed exchanges are only a few months away impossible to crack down on,1516511100,daryl,FALSE,TRUE
68,0,"Have been watching and advising the developers at SUBSTRATUM - <a href=""https://t.co/RP4ZZRcDHD"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://substratum.net"" class=""twitter-timeline-link"" target=""_blank"" title=""https://substratum.net""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">substratum.net</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>. I like their platform, their attitude and their work. The wise should keep an eye on them.",495,990,2900,officialmcafee,2018-01-20 15:50:00,have been watching and advising the developers at substratum i like their platform their attitude and their work the wise should keep an eye on them,1516434600,daryl,TRUE,FALSE
72,0,"Just arrived in Svalbard. Trying to buy a bathing suit.<a href=""https://t.co/tdogJDxhvn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tdogJDxhvn</a>",395,66,1100,officialmcafee,2018-01-20 00:59:00,just arrived in svalbard trying to buy a bathing suit,1516381140,daryl,FALSE,TRUE
75,0,"Stopping in Norway on the way home.<a href=""https://t.co/iBUqIjqmvk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/iBUqIjqmvk</a>",521,140,2900,officialmcafee,2018-01-19 00:58:00,stopping in norway on the way home,1516294680,daryl,FALSE,TRUE
76,0,"Audit of the <a href=""https://t.co/M7QtRkglwY"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.podone.io"" class=""twitter-timeline-link"" target=""_blank"" title=""http://www.podone.io""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">podone.io</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> ICO which I recommended yesterday. It should answer the many questions about Pod One which I received:

 <a href=""https://t.co/2RY0ggnz7S"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://cryptocoinconnection.com/pod-one-audit.pdf"" class=""twitter-timeline-link"" target=""_blank"" title=""http://cryptocoinconnection.com/pod-one-audit.pdf""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">cryptocoinconnection.com/pod-one-audit.</span><span class=""invisible"">pdf</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>?amp=1",215,112,424,officialmcafee,2018-01-18 13:51:00,audit of the ico which i recommended yesterday it should answer the many questions about pod one which i received amp,1516254660,daryl,TRUE,TRUE
78,0,"The media's interpretation of ""Blockchain Cruise Asia"":  

<a href=""https://t.co/H8vTypiQU8"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://cryptocoremedia.com/crypto-cruise-attracts-mixed-crowd/"" class=""twitter-timeline-link"" target=""_blank"" title=""https://cryptocoremedia.com/crypto-cruise-attracts-mixed-crowd/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">cryptocoremedia.com/crypto-cruise-</span><span class=""invisible"">attracts-mixed-crowd/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a href=""https://t.co/JDWhejGqVc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/JDWhejGqVc</a>",218,132,901,officialmcafee,2018-01-17 23:51:00,the media's interpretation of blockchain cruise asia,1516204260,daryl,TRUE,FALSE
80,0,"The ""Blockchain Asia"" 4 A.M. crowd. The ship shut down a couple of hours earlier. The Crypto crowd is resourceful, however. A few Ethereum, a persuasive woman and some committed muscle managed some alcohol and a place to smoke:<a href=""https://t.co/4fIhimCsmK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4fIhimCsmK</a>",269,146,1300,officialmcafee,2018-01-17 16:13:00,the blockchain asia am crowd the ship shut down a couple of hours earlier the crypto crowd is resourceful however a few ethereum a persuasive woman and some committed muscle managed some alcohol and a place to smoke,1516176780,daryl,TRUE,TRUE
81,1,"Want to park your money in a safe place that may have great upside? ICOs are King in this market. Google ""ICOs"" and pick one that resonates. Be sure to fully read the white papers and check out carefully. I'm considering <a href=""https://t.co/M7QtRkglwY"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.podone.io"" class=""twitter-timeline-link"" target=""_blank"" title=""http://www.podone.io""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">podone.io</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a href=""https://t.co/OWKG1ERpwX"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/OWKG1ERpwX</a>",443,223,891,officialmcafee,2018-01-17 12:14:00,want to park your money in a safe place that may have great upside icos are king in this market google icos and pick one that resonates be sure to fully read the white papers and check out carefully i'm considering,1516162440,daryl,FALSE,TRUE
